x;y
-87.6759921188193;41.9697924176359
-87.6767023973826;41.9563952204838
-87.601501134953;41.8053785205414
-87.6166556820615;41.8582625122995
-87.7068694739994;41.9630104417897
-87.6809171315114;41.8776405422901
-87.6829745713116;41.7965522180078
-87.6584063131861;41.9479736777155
-87.6280967103424;41.8830678120012
-87.6789162441027;41.8451455789574
-87.6992992368906;41.8164136012829
-87.6918896176758;41.9632117184981
-87.6370529959502;41.8910045163385
-87.6483657486712;41.9605995665093
-87.680369698725;41.8502338143341
-87.6298220941727;41.8627925285402
-87.6016974362466;41.8232830002851
-87.6284292622171;41.8433226327639
-87.6962719918978;41.8860076411997
-87.6960694347161;41.9700850051246
-87.5999343297413;41.7991680775731
-87.6576822767603;41.8744790220433
-87.6879826926764;41.9041178391748
-87.63602636538;41.8611857112972
-87.6479185919512;41.9349370940016
-87.6885948967472;41.8360596993249
-87.6971363103819;41.9050563395661
-87.6634401490888;41.9659444132471
-87.6807609588051;41.8768371567369
-87.6751089884715;41.8742039740854
-87.6403696462651;41.9213916037333
-87.6625191312917;41.7929295314548
-87.6412866607678;41.9082384765192
-87.7018381190738;41.9474448351434
-87.6302984778;41.8495759330817
-87.6866308662137;41.8623763553032
-87.605888756044;41.8050157426936
-87.6474094668919;41.8303398843817
-87.646412276791;41.8011618371749
-87.6370906982995;41.9268874788778
-87.6239776224712;41.8903175451295
-87.6901514986591;41.8017663639585
-87.7009954104027;41.9170495254642
-87.6157358914545;41.8736040986222
-87.6516892948103;41.8447236665523
-87.6387862365883;41.8833974049578
-87.6299089688644;41.8095179816008
-87.6751522405888;41.8213561224526
-87.6316610767359;41.8839693820901
-87.7023421897136;41.9720051987991
-87.6766640360031;41.8961192137532
-87.627684918188;41.8710288288827
-87.6144760744609;41.878585142896
-87.6425112355897;41.8301104644223
-87.6984038846092;41.8073392850728
-87.6607336120458;41.9209418656462
-87.6480527377689;41.8148873223268
-87.6585110053416;41.895499658689
-87.6816548521087;41.8935035327607
-87.6397298936726;41.9501945807073
-87.6258813889998;41.85971761565
-87.5881574258602;41.8019909289875
-87.6930417467325;41.8042037985398
-87.6018616710693;41.7997736119407
-87.6323179485248;41.891499362623
-87.6925076001329;41.9433888693393
-87.6408074244503;41.83876251111
-87.6553893935023;41.9362062278537
-87.6778551402681;41.9616899765318
-87.6610157924135;41.9456778760961
-87.6846219340888;41.9316861846689
-87.6100724058356;41.7971868671286
-87.6860871364763;41.8352481655431
-87.6500069508359;41.8440061998464
-87.6850863486216;41.800584241011
-87.6685916441554;41.8764218961184
-87.6892726456028;41.833648869349
-87.6803620428633;41.8240029526005
-87.6891560660951;41.821966379405
-87.6783753617865;41.8322788459058
-87.6203577773296;41.8702523023922
-87.6723065466845;41.9449863567156
-87.6803678210114;41.8789170140319
-87.6323011692336;41.8016845170083
-87.688385335669;41.9339076947324
-87.6798178503565;41.941668265763
-87.6761630212705;41.9115030647109
-87.6798495219333;41.9303668877135
-87.6681441550206;41.924905804103
-87.635301574604;41.8034062642756
-87.6540205087988;41.8028759759307
-87.6327164394105;41.8651232784298
-87.6317868548183;41.8257989401599
-87.6442396027486;41.8039685175568
-87.6417324680063;41.8656575945853
-87.675187152495;41.8482404309482
-87.6650541036607;41.8612371056837
-87.686606472301;41.8429873333714
-87.6396929024362;41.8082320028389
-87.6643616060021;41.816409241275
-87.6164961305068;41.7899519052079
-87.6348640255767;41.9290433430505
-87.6296210191586;41.917520293592
-87.609577825955;41.8328860165527
-87.6467302640498;41.9079576884299
-87.6336820984209;41.8765344619039
-87.6678799731843;41.8486070876101
-87.6259117577465;41.8338429393356
-87.7046429239196;41.9301267873914
-87.6982329460151;41.957849671072
-87.6494682423795;41.9319284440034
-87.6704843079174;41.8625331276096
-87.6890371869525;41.8207561932125
-87.6172872046957;41.7971163438366
-87.6426586261222;41.8329921767163
-87.6312203706185;41.8744033808212
-87.6506513705047;41.8113306936607
-87.6682632852218;41.8996271934311
-87.6695887099468;41.9032911322398
-87.669540930905;41.963621720741
-87.6384438031037;41.8114264778545
-87.631152833648;41.8230263193045
-87.6173447502873;41.8333641891475
-87.6903278085047;41.8351787039235
-87.6306761205419;41.8183058823052
-87.6453229019234;41.8240951050803
-87.6615771443543;41.9285087300505
-87.6785583125073;41.8749942789109
-87.6678884244332;41.8057513950587
-87.6434150311061;41.9510364437166
-87.646896333091;41.8638305449766
-87.6428680611578;41.8417702063427
-87.696236193851;41.8313121731983
-87.6878516316393;41.9025933138487
-87.6126310107401;41.8229047391062
-87.5892437772187;41.797309661235
-87.6923170235908;41.8428960709097
-87.6935799103868;41.8629155898778
-87.6605503872962;41.9094894525944
-87.7038670124437;41.8896417327557
-87.6316575680152;41.8700664505015
-87.6811667231203;41.8380631637167
-87.5985166444359;41.8073075705452
-87.6761098685576;41.84540117297
-87.707563073421;41.9431427415964
-87.6643702920315;41.9038705130799
-87.6669514797034;41.954996604611
-87.6448428622899;41.8696122237738
-87.6191419715548;41.8404260323853
-87.6799670463207;41.8793832739881
-87.651209922784;41.8805355268936
-87.6350280141967;41.8968081820012
-87.6757309685153;41.8090024167239
-87.7004389549417;41.8335946046599
-87.6788792422652;41.853714007059
-87.6992828702541;41.8710257928474
-87.6810342154819;41.8883076782609
-87.6275457894182;41.8803539520714
-87.6362898111356;41.9446714826662
